id_estado,estado,confirmado,defunciones
27,Tabasco,16985.0,1552.0
14,Jalisco,10341.0,1206.0
15,Mexico,46018.0,7193.0
25,Sinaloa,11304.0,1815.0
23,Quintana Roo,6096.0,791.0
1,Aguascalientes,3378.0,201.0
30,Veracruz,16339.0,2193.0
17,Morelos,3592.0,771.0
12,Guerrero,8843.0,1214.0
8,Chihuahua,4330.0,803.0
5,Coahuila,8831.0,451.0
2,Baja California,11835.0,2370.0
9,Ciudad de Mexico,62076.0,6640.0
26,Sonora,14261.0,1385.0
31,Yucatan,7068.0,679.0
13,Hidalgo,5343.0,833.0
3,Baja California Sur,3019.0,118.0
28,Tamaulipas,11003.0,677.0
11,Guanajuato,14430.0,719.0
19,Nuevo Leon,11640.0,669.0
21,Puebla,15815.0,1935.0
16,Michoacan,7946.0,647.0
22,Queretaro,2859.0,371.0
29,Tlaxcala,3701.0,531.0
7,Chiapas,5401.0,857.0
10,Durango,3186.0,228.0
6,Colima,1168.0,128.0
20,Oaxaca,8514.0,817.0
18,Nayarit,2719.0,284.0
4,Campeche,3457.0,340.0
24,San Luis Potosi,5621.0,308.0
32,Zacatecas,1794.0,162.0
