id_estado,estado,confirmado,defunciones
15,Mexico,53513.0,8225.0
9,Ciudad de Mexico,74314.0,7244.0
7,Chiapas,5775.0,967.0
30,Veracruz,21582.0,2849.0
6,Colima,1875.0,194.0
27,Tabasco,21747.0,1988.0
2,Baja California,13594.0,2674.0
8,Chihuahua,5317.0,904.0
19,Nuevo Leon,18032.0,1118.0
25,Sinaloa,12774.0,2230.0
32,Zacatecas,2768.0,249.0
31,Yucatan,10098.0,875.0
23,Quintana Roo,7840.0,1015.0
1,Aguascalientes,4120.0,257.0
11,Guanajuato,21378.0,1009.0
21,Puebla,20355.0,2446.0
16,Michoacan,9910.0,780.0
12,Guerrero,11032.0,1415.0
13,Hidalgo,6901.0,1033.0
5,Coahuila,13116.0,645.0
28,Tamaulipas,17130.0,1008.0
18,Nayarit,3518.0,391.0
14,Jalisco,13313.0,1549.0
26,Sonora,17890.0,1949.0
17,Morelos,4101.0,836.0
22,Queretaro,3726.0,449.0
29,Tlaxcala,4627.0,713.0
10,Durango,4167.0,288.0
4,Campeche,4588.0,500.0
3,Baja California Sur,4498.0,182.0
20,Oaxaca,10673.0,968.0
24,San Luis Potosi,9921.0,522.0
