id_estado,estado,confirmado,defunciones
27,Tabasco,29911.0,2641.0
15,Mexico,73353.0,10768.0
25,Sinaloa,17289.0,2968.0
9,Ciudad de Mexico,110809.0,8954.0
30,Veracruz,30788.0,4021.0
14,Jalisco,22997.0,2794.0
2,Baja California,18299.0,3346.0
19,Nuevo Leon,33510.0,2618.0
8,Chihuahua,8945.0,1245.0
13,Hidalgo,11364.0,1738.0
22,Queretaro,7626.0,818.0
11,Guanajuato,36391.0,2584.0
12,Guerrero,16354.0,1812.0
7,Chiapas,6373.0,1073.0
1,Aguascalientes,6331.0,482.0
28,Tamaulipas,26778.0,1927.0
21,Puebla,29046.0,3756.0
5,Coahuila,23906.0,1619.0
4,Campeche,5772.0,776.0
17,Morelos,5533.0,1034.0
29,Tlaxcala,6845.0,1049.0
10,Durango,7628.0,534.0
31,Yucatan,16453.0,1428.0
23,Quintana Roo,11055.0,1519.0
20,Oaxaca,14726.0,1359.0
26,Sonora,23057.0,2770.0
6,Colima,4160.0,453.0
16,Michoacan,17474.0,1412.0
18,Nayarit,5454.0,664.0
24,San Luis Potosi,20585.0,1420.0
32,Zacatecas,6290.0,606.0
3,Baja California Sur,8871.0,416.0
