id_estado,estado,confirmado,defunciones
15,Mexico,44117.0,6915.0
27,Tabasco,15909.0,1462.0
9,Ciudad de Mexico,59670.0,6463.0
2,Baja California,11247.0,2268.0
25,Sinaloa,10748.0,1707.0
11,Guanajuato,13329.0,675.0
18,Nayarit,2527.0,263.0
23,Quintana Roo,5533.0,748.0
30,Veracruz,15073.0,2094.0
5,Coahuila,7988.0,402.0
12,Guerrero,8149.0,1151.0
8,Chihuahua,4092.0,777.0
21,Puebla,14876.0,1830.0
26,Sonora,12712.0,1281.0
31,Yucatan,6674.0,602.0
22,Queretaro,2667.0,359.0
14,Jalisco,9760.0,1097.0
13,Hidalgo,5035.0,781.0
1,Aguascalientes,3083.0,187.0
17,Morelos,3456.0,754.0
29,Tlaxcala,3499.0,504.0
28,Tamaulipas,9687.0,620.0
16,Michoacan,7430.0,602.0
19,Nuevo Leon,10830.0,591.0
7,Chiapas,5308.0,827.0
32,Zacatecas,1516.0,148.0
3,Baja California Sur,2603.0,108.0
10,Durango,2924.0,218.0
20,Oaxaca,8029.0,777.0
6,Colima,980.0,107.0
4,Campeche,3182.0,307.0
24,San Luis Potosi,5002.0,281.0
