id_estado,estado,confirmado,defunciones
27,Tabasco,27448.0,2459.0
23,Quintana Roo,9995.0,1361.0
14,Jalisco,19033.0,2306.0
15,Mexico,65787.0,9834.0
8,Chihuahua,7477.0,1114.0
2,Baja California,16235.0,3117.0
25,Sinaloa,15647.0,2706.0
30,Veracruz,27520.0,3648.0
31,Yucatan,14059.0,1254.0
19,Nuevo Leon,27314.0,2090.0
9,Ciudad de Mexico,94200.0,8267.0
12,Guerrero,14337.0,1653.0
21,Puebla,25951.0,3354.0
17,Morelos,5035.0,955.0
13,Hidalgo,9822.0,1479.0
29,Tlaxcala,6001.0,929.0
16,Michoacan,14144.0,1114.0
22,Queretaro,5848.0,636.0
26,Sonora,21027.0,2552.0
7,Chiapas,6217.0,1060.0
20,Oaxaca,13176.0,1246.0
5,Coahuila,20506.0,1296.0
28,Tamaulipas,23655.0,1707.0
1,Aguascalientes,5319.0,369.0
10,Durango,6029.0,409.0
11,Guanajuato,29602.0,1651.0
3,Baja California Sur,7195.0,335.0
18,Nayarit,4754.0,560.0
6,Colima,3413.0,371.0
4,Campeche,5442.0,729.0
24,San Luis Potosi,16847.0,1060.0
32,Zacatecas,4853.0,455.0
