id_estado,estado,confirmado,defunciones
15,Mexico,42753.0,6662.0
27,Tabasco,15330.0,1410.0
9,Ciudad de Mexico,58114.0,6328.0
25,Sinaloa,10312.0,1649.0
2,Baja California,10903.0,2214.0
20,Oaxaca,7778.0,745.0
14,Jalisco,9327.0,1039.0
31,Yucatan,6320.0,578.0
18,Nayarit,2414.0,250.0
5,Coahuila,7338.0,376.0
28,Tamaulipas,9095.0,586.0
21,Puebla,14349.0,1766.0
30,Veracruz,14039.0,2022.0
23,Quintana Roo,5361.0,707.0
17,Morelos,3375.0,743.0
3,Baja California Sur,2507.0,103.0
1,Aguascalientes,2977.0,180.0
29,Tlaxcala,3356.0,473.0
7,Chiapas,5235.0,801.0
13,Hidalgo,4864.0,763.0
12,Guerrero,7632.0,1108.0
10,Durango,2849.0,186.0
19,Nuevo Leon,10212.0,545.0
8,Chihuahua,3839.0,732.0
4,Campeche,2966.0,283.0
11,Guanajuato,12541.0,628.0
6,Colima,931.0,100.0
22,Queretaro,2539.0,345.0
26,Sonora,11806.0,1190.0
16,Michoacan,7288.0,572.0
24,San Luis Potosi,4654.0,264.0
32,Zacatecas,1431.0,143.0
