id_estado,estado,confirmado,defunciones
27,Tabasco,28626.0,2559.0
25,Sinaloa,16385.0,2831.0
2,Baja California,17069.0,3216.0
28,Tamaulipas,24870.0,1800.0
15,Mexico,68844.0,10206.0
9,Ciudad de Mexico,100394.0,8541.0
17,Morelos,5277.0,991.0
30,Veracruz,28734.0,3801.0
23,Quintana Roo,10461.0,1419.0
31,Yucatan,15074.0,1315.0
21,Puebla,27348.0,3544.0
26,Sonora,21713.0,2635.0
12,Guerrero,15033.0,1717.0
19,Nuevo Leon,29951.0,2319.0
1,Aguascalientes,5754.0,410.0
5,Coahuila,22074.0,1426.0
13,Hidalgo,10549.0,1612.0
14,Jalisco,20794.0,2503.0
8,Chihuahua,7968.0,1167.0
18,Nayarit,5064.0,608.0
29,Tlaxcala,6533.0,979.0
22,Queretaro,6606.0,706.0
7,Chiapas,6281.0,1068.0
11,Guanajuato,32376.0,2185.0
4,Campeche,5619.0,750.0
20,Oaxaca,13905.0,1291.0
10,Durango,6604.0,466.0
6,Colima,3788.0,411.0
16,Michoacan,15416.0,1247.0
24,San Luis Potosi,18514.0,1210.0
3,Baja California Sur,7873.0,366.0
32,Zacatecas,5460.0,517.0
