id_estado,estado,confirmado,defunciones
27,Tabasco,2561.0,332.0
15,Mexico,9002.0,764.0
9,Ciudad de Mexico,15283.0,1209.0
2,Baja California,3487.0,579.0
17,Morelos,1099.0,183.0
25,Sinaloa,2080.0,318.0
8,Chihuahua,960.0,202.0
31,Yucatan,1204.0,82.0
23,Quintana Roo,1365.0,263.0
32,Zacatecas,206.0,26.0
28,Tamaulipas,1058.0,65.0
14,Jalisco,919.0,91.0
12,Guerrero,899.0,132.0
30,Veracruz,2218.0,267.0
26,Sonora,985.0,53.0
1,Aguascalientes,515.0,19.0
5,Coahuila,707.0,59.0
21,Puebla,1615.0,220.0
3,Baja California Sur,469.0,27.0
6,Colima,79.0,10.0
4,Campeche,319.0,40.0
7,Chiapas,737.0,45.0
13,Hidalgo,966.0,157.0
19,Nuevo Leon,957.0,54.0
22,Queretaro,506.0,48.0
29,Tlaxcala,618.0,102.0
10,Durango,176.0,19.0
18,Nayarit,335.0,33.0
20,Oaxaca,692.0,79.0
11,Guanajuato,795.0,76.0
16,Michoacan,1042.0,88.0
24,San Luis Potosi,492.0,24.0
