id_estado,estado,confirmado,defunciones
15,Mexico,39108.0,6193.0
27,Tabasco,12878.0,1207.0
7,Chiapas,5020.0,691.0
25,Sinaloa,9333.0,1471.0
9,Ciudad de Mexico,53423.0,5931.0
19,Nuevo Leon,8090.0,446.0
23,Quintana Roo,4447.0,645.0
11,Guanajuato,9893.0,456.0
2,Baja California,10143.0,2084.0
21,Puebla,12475.0,1527.0
13,Hidalgo,4446.0,707.0
12,Guerrero,6488.0,1024.0
14,Jalisco,8081.0,881.0
26,Sonora,10101.0,1007.0
22,Queretaro,2262.0,311.0
28,Tamaulipas,7656.0,465.0
30,Veracruz,12341.0,1836.0
31,Yucatan,5355.0,514.0
5,Coahuila,6247.0,300.0
8,Chihuahua,3484.0,692.0
16,Michoacan,6570.0,528.0
17,Morelos,3195.0,704.0
1,Aguascalientes,2624.0,165.0
32,Zacatecas,1163.0,121.0
3,Baja California Sur,1897.0,93.0
29,Tlaxcala,3046.0,420.0
20,Oaxaca,6635.0,670.0
18,Nayarit,2072.0,224.0
10,Durango,2409.0,165.0
6,Colima,726.0,81.0
4,Campeche,2523.0,250.0
24,San Luis Potosi,3877.0,205.0
