id_estado,estado,confirmado,defunciones
27,Tabasco,10463.0,1020.0
14,Jalisco,6497.0,656.0
2,Baja California,8755.0,1850.0
9,Ciudad de Mexico,47437.0,5343.0
25,Sinaloa,8111.0,1250.0
15,Mexico,33696.0,5345.0
26,Sonora,7407.0,753.0
23,Quintana Roo,3539.0,567.0
30,Veracruz,9973.0,1553.0
8,Chihuahua,3007.0,636.0
17,Morelos,2850.0,653.0
29,Tlaxcala,2439.0,327.0
10,Durango,1787.0,141.0
21,Puebla,10227.0,1213.0
12,Guerrero,5311.0,876.0
31,Yucatan,4223.0,392.0
5,Coahuila,4270.0,215.0
19,Nuevo Leon,5282.0,312.0
1,Aguascalientes,2257.0,134.0
13,Hidalgo,3782.0,614.0
18,Nayarit,1676.0,194.0
28,Tamaulipas,5819.0,342.0
22,Queretaro,1935.0,253.0
11,Guanajuato,6995.0,349.0
16,Michoacan,5568.0,451.0
6,Colima,542.0,62.0
3,Baja California Sur,1487.0,70.0
7,Chiapas,4383.0,542.0
32,Zacatecas,887.0,95.0
4,Campeche,1859.0,182.0
20,Oaxaca,5175.0,584.0
24,San Luis Potosi,3018.0,147.0
