id_estado,estado,confirmado,defunciones
25,Sinaloa,14858.0,2592.0
8,Chihuahua,6955.0,1060.0
27,Tabasco,26268.0,2365.0
23,Quintana Roo,9506.0,1270.0
9,Ciudad de Mexico,88452.0,7984.0
2,Baja California,15549.0,2976.0
14,Jalisco,17056.0,2080.0
15,Mexico,62724.0,9434.0
30,Veracruz,26192.0,3421.0
26,Sonora,20288.0,2417.0
17,Morelos,4777.0,924.0
16,Michoacan,12821.0,1026.0
31,Yucatan,12984.0,1166.0
21,Puebla,24767.0,3172.0
1,Aguascalientes,4928.0,335.0
7,Chiapas,6098.0,1041.0
12,Guerrero,13659.0,1594.0
28,Tamaulipas,21343.0,1600.0
13,Hidalgo,9055.0,1370.0
19,Nuevo Leon,24964.0,1891.0
29,Tlaxcala,5803.0,894.0
5,Coahuila,18580.0,1163.0
10,Durango,5470.0,388.0
20,Oaxaca,12614.0,1193.0
22,Queretaro,5158.0,577.0
6,Colima,2910.0,310.0
18,Nayarit,4457.0,511.0
11,Guanajuato,27666.0,1437.0
3,Baja California Sur,6624.0,278.0
4,Campeche,5232.0,703.0
32,Zacatecas,4337.0,392.0
24,San Luis Potosi,14936.0,917.0
